대여일자,남성,여성,내국인,비회원,1920~1929,1930~1939,1940~1949,1950~1959,1960~1969,1970~1979,1980~1989,1990~1999,2000~2009,2010~2019,대여,기타회원,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm),전운량(10분위),지면온도(°C),1시간평균 미세먼지농도(㎍/㎥)
2024-01-09 14:00:00,422.0,161.0,583.0,0.0,0.0,0.0,3.0,25.0,68.0,77.0,101.0,159.0,149.0,1.0,583.0,199,0.1,,1.4,91,2.7,10,-0.3,35
2024-01-09 15:00:00,477.0,220.0,697.0,0.0,0.0,0.0,3.0,33.0,89.0,116.0,106.0,169.0,181.0,0.0,697.0,287,0.2,0.7,2.0,92,2.8,10,-0.3,39
2024-01-09 16:00:00,521.0,173.0,694.0,0.0,0.0,0.0,4.0,24.0,65.0,115.0,141.0,180.0,164.0,1.0,694.0,287,0.2,,2.1,92,3.0,10,-0.3,38
2024-01-09 17:00:00,1236.0,447.0,1683.0,0.0,0.0,1.0,2.0,42.0,138.0,325.0,416.0,457.0,299.0,3.0,1683.0,734,0.3,,2.1,93,3.1,10,-0.3,34
2024-01-09 18:00:00,1918.0,786.0,2704.0,0.0,1.0,0.0,7.0,34.0,204.0,466.0,650.0,1013.0,323.0,6.0,2704.0,1210,0.2,0.3,2.0,91,3.1,9,-0.3,27
2024-01-09 19:00:00,1293.0,558.0,1851.0,0.0,0.0,2.0,2.0,31.0,151.0,304.0,453.0,654.0,250.0,4.0,1851.0,862,0.2,,2.0,92,3.1,9,-0.3,27
2024-01-09 20:00:00,1071.0,435.0,1506.0,0.0,0.0,0.0,3.0,23.0,100.0,240.0,361.0,553.0,226.0,0.0,1506.0,714,0.1,,1.4,93,3.1,10,-0.3,26
2024-01-09 21:00:00,1117.0,448.0,1565.0,0.0,0.0,2.0,2.0,23.0,129.0,220.0,303.0,563.0,323.0,0.0,1565.0,694,0.1,0.0,1.0,92,3.1,9,-0.3,29
2024-01-09 22:00:00,1017.0,384.0,1401.0,0.0,0.0,1.0,0.0,21.0,84.0,171.0,256.0,490.0,376.0,1.0,1401.0,625,0.1,,1.0,93,3.1,10,-0.3,27
2024-01-09 23:00:00,664.0,186.0,850.0,0.0,0.0,0.0,1.0,6.0,72.0,110.0,138.0,296.0,226.0,1.0,850.0,378,0.4,,2.9,95,3.0,9,-0.3,28
2024-01-10 00:00:00,581.0,121.0,702.0,0.0,0.0,0.0,0.0,16.0,90.0,99.0,88.0,219.0,190.0,0.0,702.0,320,-0.3,,2.4,93,3.0,2,-0.4,30
2024-01-10 01:00:00,454.0,83.0,537.0,0.0,0.0,0.0,0.0,25.0,80.0,85.0,67.0,149.0,131.0,0.0,537.0,277,-1.1,,0.9,92,3.0,0,-0.5,44
2024-01-10 02:00:00,303.0,52.0,355.0,0.0,0.0,2.0,1.0,10.0,67.0,66.0,57.0,79.0,73.0,0.0,355.0,186,-1.4,,2.1,95,3.0,0,-0.7,60
2024-01-10 03:00:00,211.0,58.0,269.0,0.0,0.0,0.0,0.0,11.0,53.0,47.0,32.0,75.0,51.0,0.0,269.0,132,-1.9,,1.5,95,3.0,2,-0.8,50
2024-01-10 04:00:00,224.0,60.0,284.0,0.0,0.0,0.0,0.0,19.0,57.0,64.0,52.0,59.0,33.0,0.0,284.0,106,-2.4,,0.9,94,3.0,0,-0.9,45
2024-01-10 05:00:00,455.0,151.0,606.0,0.0,0.0,0.0,0.0,18.0,95.0,114.0,141.0,188.0,50.0,0.0,606.0,253,-3.1,,0.4,93,3.0,0,-1.1,45
2024-01-10 06:00:00,952.0,319.0,1271.0,0.0,0.0,0.0,1.0,34.0,140.0,264.0,385.0,391.0,56.0,0.0,1271.0,472,-3.6,,0.1,93,3.0,0,-1.3,48
2024-01-10 07:00:00,1758.0,742.0,2500.0,0.0,0.0,2.0,6.0,47.0,215.0,493.0,695.0,843.0,197.0,2.0,2500.0,1139,-4.1,,1.8,94,3.0,7,-1.3,46
2024-01-10 08:00:00,2844.0,1548.0,4392.0,0.0,0.0,2.0,9.0,66.0,276.0,698.0,1144.0,1840.0,351.0,4.0,4392.0,1936,-3.7,,1.7,94,2.9,2,-1.2,67
2024-01-10 09:00:00,1384.0,794.0,2178.0,0.0,0.0,3.0,10.0,52.0,186.0,327.0,485.0,831.0,283.0,1.0,2178.0,961,-3.7,,1.6,94,2.9,8,-1.2,71
2024-01-10 10:00:00,903.0,508.0,1411.0,0.0,0.0,0.0,6.0,44.0,156.0,235.0,298.0,451.0,220.0,1.0,1411.0,618,-2.7,,2.3,94,2.7,8,-0.9,65
2024-01-10 11:00:00,1116.0,596.0,1712.0,0.0,0.0,1.0,9.0,61.0,194.0,277.0,351.0,539.0,278.0,2.0,1712.0,796,-1.1,,2.5,87,2.6,7,-0.5,55
2024-01-10 12:00:00,1212.0,736.0,1948.0,0.0,0.0,0.0,10.0,78.0,218.0,369.0,349.0,537.0,383.0,4.0,1948.0,891,0.0,,1.8,82,2.5,7,-0.4,50
2024-01-10 13:00:00,1267.0,785.0,2052.0,0.0,0.0,1.0,12.0,61.0,237.0,361.0,401.0,579.0,397.0,3.0,2052.0,931,1.6,,0.8,75,2.3,7,-0.3,53
2024-01-10 14:00:00,1304.0,796.0,2100.0,0.0,0.0,2.0,12.0,63.0,244.0,342.0,398.0,593.0,443.0,3.0,2100.0,960,1.5,,2.3,75,2.3,6,-0.2,47
2024-01-10 15:00:00,1412.0,848.0,2260.0,0.0,0.0,3.0,14.0,81.0,286.0,387.0,405.0,611.0,468.0,5.0,2260.0,1002,2.9,,2.2,71,2.2,0,-0.2,67
2024-01-10 16:00:00,1848.0,992.0,2840.0,0.0,0.0,2.0,9.0,87.0,319.0,515.0,555.0,761.0,589.0,3.0,2840.0,1303,3.1,,2.2,69,2.0,0,-0.2,58
2024-01-10 17:00:00,2798.0,1349.0,4147.0,0.0,0.0,1.0,9.0,112.0,379.0,710.0,931.0,1305.0,696.0,2.0,4147.0,1906,1.9,,2.5,72,2.0,0,-0.2,69
2024-01-10 18:00:00,3496.0,1862.0,5358.0,0.0,1.0,0.0,10.0,72.0,392.0,907.0,1341.0,1969.0,663.0,3.0,5358.0,2436,0.7,,1.7,76,2.0,0,-0.3,78
2024-01-10 19:00:00,2102.0,1041.0,3143.0,0.0,0.0,1.0,4.0,41.0,246.0,493.0,691.0,1199.0,461.0,7.0,3143.0,1533,0.1,,1.9,78,2.0,0,-0.4,85
2024-01-10 20:00:00,1604.0,819.0,2423.0,0.0,0.0,0.0,4.0,34.0,166.0,378.0,541.0,940.0,357.0,3.0,2423.0,1186,-0.5,,2.3,84,2.0,0,-0.4,67
2024-01-10 21:00:00,1506.0,707.0,2213.0,0.0,0.0,3.0,2.0,31.0,147.0,324.0,423.0,858.0,422.0,3.0,2213.0,1026,-1.0,,1.3,87,2.0,0,-0.5,82
2024-01-10 22:00:00,1297.0,515.0,1812.0,0.0,0.0,3.0,3.0,19.0,104.0,221.0,305.0,662.0,492.0,2.0,1812.0,838,-1.4,,2.1,91,2.0,0,-0.6,90
2024-01-10 23:00:00,869.0,272.0,1141.0,0.0,0.0,1.0,3.0,7.0,95.0,144.0,195.0,426.0,270.0,0.0,1141.0,538,-1.4,,1.5,90,2.0,1,-0.6,85
2024-01-11 00:00:00,736.0,194.0,930.0,0.0,0.0,2.0,2.0,17.0,126.0,123.0,121.0,298.0,241.0,0.0,930.0,425,-1.2,,1.9,89,2.0,8,-0.5,83
2024-01-11 01:00:00,625.0,125.0,750.0,0.0,0.0,2.0,3.0,22.0,129.0,119.0,103.0,201.0,171.0,0.0,750.0,313,-1.2,,1.1,88,2.0,9,-0.5,101
2024-01-11 02:00:00,408.0,86.0,494.0,0.0,0.0,1.0,3.0,12.0,107.0,100.0,56.0,129.0,86.0,0.0,494.0,227,-1.2,,2.7,86,2.0,9,-0.5,101
2024-01-11 03:00:00,290.0,51.0,341.0,0.0,0.0,0.0,0.0,20.0,76.0,73.0,45.0,70.0,57.0,0.0,341.0,176,-1.4,,2.2,85,2.0,8,-0.5,84
2024-01-11 04:00:00,259.0,76.0,335.0,0.0,0.0,0.0,1.0,24.0,79.0,56.0,59.0,71.0,44.0,1.0,335.0,131,-1.9,,1.5,84,2.0,7,-0.7,70
2024-01-11 05:00:00,507.0,165.0,672.0,0.0,0.0,0.0,6.0,26.0,99.0,139.0,160.0,192.0,50.0,0.0,672.0,319,-1.8,,1.0,85,2.0,8,-0.7,56
2024-01-11 06:00:00,1134.0,362.0,1496.0,0.0,0.0,0.0,2.0,46.0,162.0,301.0,450.0,466.0,69.0,0.0,1496.0,611,-2.3,,1.6,86,2.0,6,-1.0,61
2024-01-11 07:00:00,2095.0,921.0,3016.0,0.0,0.0,1.0,7.0,62.0,288.0,582.0,836.0,1025.0,214.0,1.0,3016.0,1379,-2.0,,1.4,88,2.0,8,-0.9,60
2024-01-11 08:00:00,3376.0,1932.0,5308.0,0.0,0.0,3.0,10.0,71.0,323.0,900.0,1346.0,2262.0,389.0,2.0,5308.0,2515,-1.7,,0.6,86,2.0,8,-0.7,59
2024-01-11 09:00:00,1635.0,969.0,2604.0,0.0,0.0,2.0,16.0,63.0,224.0,400.0,584.0,991.0,324.0,0.0,2604.0,1181,-1.1,,2.3,86,2.0,8,-0.6,51
2024-01-11 10:00:00,1092.0,691.0,1783.0,0.0,0.0,1.0,4.0,59.0,197.0,302.0,365.0,555.0,297.0,3.0,1783.0,792,-0.4,,2.0,83,2.0,8,-0.4,55
2024-01-11 11:00:00,1374.0,785.0,2159.0,0.0,0.0,1.0,12.0,73.0,206.0,347.0,478.0,684.0,352.0,6.0,2159.0,987,0.6,,1.5,78,2.0,8,-0.3,54
2024-01-11 12:00:00,1351.0,880.0,2231.0,0.0,0.0,0.0,14.0,68.0,240.0,381.0,400.0,694.0,431.0,3.0,2231.0,1096,2.2,,1.5,72,1.9,8,-0.3,47
2024-01-11 13:00:00,1433.0,902.0,2335.0,0.0,0.0,1.0,8.0,61.0,259.0,399.0,426.0,656.0,518.0,7.0,2335.0,1097,2.9,,2.9,71,1.0,8,-0.2,41
2024-01-11 14:00:00,1403.0,851.0,2254.0,0.0,0.0,1.0,9.0,69.0,237.0,391.0,426.0,641.0,475.0,5.0,2254.0,1069,3.3,,3.2,73,0.9,8,-0.2,37
2024-01-11 15:00:00,1513.0,913.0,2426.0,0.0,0.0,2.0,10.0,92.0,279.0,390.0,422.0,677.0,552.0,2.0,2426.0,1093,4.0,,3.1,71,0.4,8,-0.2,38
2024-01-11 16:00:00,1980.0,1061.0,3041.0,0.0,0.0,2.0,8.0,105.0,338.0,529.0,563.0,815.0,678.0,3.0,3041.0,1391,4.4,,3.4,70,0.2,9,-0.2,32
2024-01-11 17:00:00,3030.0,1454.0,4484.0,0.0,0.0,3.0,6.0,88.0,412.0,779.0,1006.0,1445.0,742.0,3.0,4484.0,2169,4.4,,2.7,72,,7,-0.2,21
2024-01-11 18:00:00,3862.0,2079.0,5941.0,0.0,0.0,2.0,8.0,73.0,430.0,946.0,1410.0,2312.0,753.0,6.0,5941.0,2805,4.3,,2.4,76,,4,-0.2,39
2024-01-11 19:00:00,2473.0,1292.0,3765.0,0.0,0.0,1.0,4.0,46.0,276.0,590.0,884.0,1389.0,573.0,2.0,3765.0,1752,4.1,,1.8,78,,8,-0.3,59
2024-01-11 20:00:00,1917.0,1054.0,2971.0,0.0,0.0,0.0,2.0,32.0,234.0,461.0,617.0,1155.0,467.0,3.0,2971.0,1355,3.9,,1.9,80,,1,-0.2,55
2024-01-11 21:00:00,1754.0,898.0,2652.0,0.0,0.0,1.0,2.0,40.0,204.0,374.0,496.0,1001.0,530.0,4.0,2652.0,1260,3.9,,1.8,82,,7,-0.2,55
2024-01-11 22:00:00,1639.0,736.0,2375.0,0.0,0.0,2.0,3.0,24.0,141.0,307.0,392.0,844.0,658.0,4.0,2375.0,1134,3.8,,2.2,82,,7,-0.2,59
2024-01-11 23:00:00,1126.0,323.0,1449.0,0.0,0.0,0.0,1.0,14.0,116.0,199.0,235.0,501.0,383.0,0.0,1449.0,701,3.8,,2.1,83,,6,-0.2,54
2024-01-12 00:00:00,909.0,234.0,1143.0,0.0,0.0,2.0,3.0,21.0,145.0,143.0,176.0,374.0,278.0,0.0,1143.0,524,3.6,,2.7,87,,7,-0.2,49
2024-01-12 01:00:00,707.0,141.0,848.0,0.0,0.0,0.0,2.0,37.0,138.0,140.0,123.0,222.0,186.0,0.0,848.0,440,3.4,,2.4,84,,6,-0.2,52
2024-01-12 02:00:00,430.0,84.0,514.0,0.0,0.0,0.0,1.0,13.0,106.0,95.0,60.0,127.0,112.0,0.0,514.0,249,2.6,,2.2,84,,0,-0.3,81
2024-01-12 03:00:00,336.0,57.0,393.0,0.0,0.0,0.0,1.0,16.0,93.0,80.0,60.0,84.0,59.0,0.0,393.0,199,1.8,,1.2,85,,0,-0.6,81
2024-01-12 04:00:00,294.0,81.0,375.0,0.0,0.0,0.0,0.0,21.0,81.0,85.0,61.0,79.0,48.0,0.0,375.0,137,1.2,,2.3,87,,0,-0.7,77
2024-01-12 05:00:00,473.0,159.0,632.0,0.0,0.0,0.0,3.0,32.0,96.0,124.0,167.0,171.0,39.0,0.0,632.0,307,0.4,,1.5,87,,0,-0.9,79
2024-01-12 06:00:00,1140.0,404.0,1544.0,0.0,0.0,0.0,4.0,45.0,189.0,332.0,451.0,464.0,57.0,1.0,1544.0,609,-0.3,,1.1,88,,0,-1.1,80
2024-01-12 07:00:00,2129.0,954.0,3083.0,0.0,0.0,2.0,8.0,70.0,258.0,625.0,844.0,1057.0,217.0,1.0,3083.0,1461,-0.6,,0.9,90,,0,-1.2,84
2024-01-12 08:00:00,3509.0,2059.0,5568.0,0.0,0.0,4.0,16.0,83.0,372.0,926.0,1410.0,2312.0,441.0,3.0,5568.0,2516,-1.0,,0.7,89,,0,-1.5,83
2024-01-12 09:00:00,1820.0,1083.0,2903.0,0.0,0.0,3.0,19.0,73.0,256.0,482.0,615.0,1083.0,369.0,3.0,2903.0,1358,-0.6,,1.5,86,,0,-1.2,86
2024-01-12 10:00:00,1258.0,787.0,2045.0,0.0,0.0,2.0,11.0,80.0,238.0,354.0,422.0,614.0,324.0,0.0,2045.0,907,0.5,,2.3,72,,0,-0.3,84
2024-01-12 11:00:00,1374.0,881.0,2255.0,0.0,0.0,3.0,10.0,66.0,233.0,381.0,487.0,725.0,348.0,2.0,2255.0,1084,1.4,,3.2,55,,0,-0.2,55
2024-01-12 12:00:00,1660.0,1019.0,2679.0,0.0,0.0,1.0,11.0,64.0,299.0,441.0,493.0,857.0,510.0,3.0,2679.0,1093,2.2,,2.8,55,,0,1.1,51
2024-01-12 13:00:00,1476.0,1030.0,2506.0,0.0,0.0,1.0,12.0,80.0,282.0,411.0,419.0,799.0,494.0,8.0,2506.0,1155,3.2,,2.6,43,,0,3.9,43
2024-01-12 14:00:00,1555.0,991.0,2546.0,0.0,0.0,5.0,7.0,77.0,293.0,412.0,443.0,753.0,553.0,3.0,2546.0,1171,3.4,,3.4,31,,0,5.0,24
2024-01-12 15:00:00,1717.0,1038.0,2755.0,0.0,0.0,3.0,8.0,93.0,292.0,476.0,484.0,815.0,580.0,4.0,2755.0,1294,3.8,,3.4,34,,0,3.9,32
2024-01-12 16:00:00,2192.0,1196.0,3388.0,0.0,0.0,1.0,10.0,91.0,364.0,585.0,649.0,964.0,721.0,3.0,3388.0,1520,4.0,,3.1,33,,0,0.8,32
2024-01-12 17:00:00,3284.0,1585.0,4869.0,0.0,0.0,2.0,5.0,108.0,461.0,917.0,1095.0,1497.0,776.0,7.0,4869.0,2171,2.6,,3.0,38,,0,-0.2,38
2024-01-12 18:00:00,3801.0,2017.0,5818.0,0.0,0.0,0.0,6.0,72.0,414.0,968.0,1401.0,2183.0,770.0,4.0,5818.0,2779,1.7,,3.4,47,,0,-0.2,36
2024-01-12 19:00:00,2216.0,1161.0,3377.0,0.0,0.0,0.0,7.0,53.0,257.0,527.0,764.0,1229.0,535.0,5.0,3377.0,1641,1.0,,2.0,52,,0,-0.4,33
2024-01-12 20:00:00,1740.0,862.0,2602.0,0.0,0.0,0.0,3.0,37.0,200.0,377.0,537.0,998.0,445.0,4.0,2602.0,1183,0.6,,2.4,53,,0,-0.6,29
2024-01-12 21:00:00,1577.0,763.0,2340.0,0.0,0.0,0.0,2.0,29.0,167.0,326.0,431.0,838.0,542.0,4.0,2340.0,1049,0.3,,2.1,51,,0,-0.7,26
2024-01-12 22:00:00,1446.0,645.0,2091.0,0.0,0.0,2.0,1.0,17.0,149.0,250.0,336.0,700.0,635.0,1.0,2091.0,961,-0.2,,1.3,49,,0,-0.9,27
2024-01-12 23:00:00,1013.0,345.0,1358.0,0.0,0.0,0.0,3.0,18.0,122.0,187.0,218.0,473.0,337.0,0.0,1358.0,692,-0.9,,1.5,48,,0,-1.0,21
2024-01-13 00:00:00,965.0,255.0,1220.0,0.0,0.0,0.0,1.0,32.0,149.0,158.0,192.0,382.0,305.0,0.0,1220.0,618,-1.4,,0.8,47,,0,-1.2,12
2024-01-13 01:00:00,795.0,167.0,962.0,0.0,0.0,0.0,0.0,30.0,148.0,121.0,160.0,293.0,209.0,0.0,962.0,486,-1.9,,1.8,47,,0,-1.5,25
2024-01-13 02:00:00,585.0,102.0,687.0,0.0,0.0,1.0,2.0,20.0,111.0,113.0,99.0,175.0,166.0,0.0,687.0,380,-1.9,,2.1,48,,0,-1.7,18
2024-01-13 03:00:00,422.0,76.0,498.0,0.0,0.0,0.0,1.0,14.0,96.0,108.0,49.0,140.0,90.0,0.0,498.0,240,-2.5,,1.4,51,,0,-2.0,21
2024-01-13 04:00:00,294.0,60.0,354.0,0.0,0.0,0.0,3.0,16.0,68.0,63.0,46.0,107.0,51.0,0.0,354.0,149,-2.5,,1.4,54,,0,-2.3,16
2024-01-13 05:00:00,304.0,92.0,396.0,0.0,0.0,0.0,4.0,23.0,65.0,67.0,81.0,117.0,39.0,0.0,396.0,191,-2.9,,1.0,56,,0,-2.8,23
2024-01-13 06:00:00,438.0,153.0,591.0,0.0,0.0,1.0,2.0,19.0,84.0,105.0,128.0,193.0,57.0,1.0,591.0,239,-3.3,,0.5,55,,0,-3.1,17
2024-01-13 07:00:00,605.0,298.0,903.0,0.0,0.0,0.0,7.0,34.0,113.0,141.0,158.0,307.0,140.0,3.0,903.0,406,-3.6,,0.7,56,,0,-3.3,16
2024-01-13 08:00:00,1027.0,580.0,1607.0,0.0,0.0,3.0,6.0,40.0,148.0,255.0,351.0,579.0,225.0,0.0,1607.0,798,-3.8,,0.6,58,,0,-3.3,18
2024-01-13 09:00:00,1275.0,806.0,2081.0,0.0,0.0,1.0,9.0,55.0,198.0,319.0,414.0,747.0,337.0,1.0,2081.0,970,-3.1,,0.9,58,,0,-2.6,14
2024-01-13 10:00:00,1349.0,851.0,2200.0,0.0,0.0,1.0,5.0,50.0,182.0,309.0,471.0,834.0,347.0,0.0,2200.0,1141,-0.7,,3.5,47,,0,-0.3,19
2024-01-13 11:00:00,1420.0,896.0,2316.0,0.0,0.0,1.0,9.0,54.0,221.0,337.0,459.0,886.0,349.0,0.0,2316.0,1175,1.0,,2.5,41,,0,1.0,28
2024-01-13 12:00:00,1770.0,1053.0,2823.0,0.0,0.0,1.0,8.0,57.0,253.0,423.0,554.0,1016.0,504.0,6.0,2823.0,1324,3.2,,1.7,36,,0,3.9,32
2024-01-13 13:00:00,1875.0,1153.0,3028.0,0.0,0.0,0.0,5.0,77.0,252.0,477.0,586.0,1039.0,582.0,8.0,3028.0,1427,4.3,,1.3,35,,0,6.5,33
2024-01-13 14:00:00,1850.0,1168.0,3018.0,0.0,0.0,1.0,9.0,76.0,263.0,455.0,572.0,1049.0,584.0,7.0,3018.0,1453,4.5,,1.5,31,,0,7.6,34
2024-01-13 15:00:00,1989.0,1194.0,3183.0,0.0,0.0,3.0,3.0,74.0,289.0,510.0,596.0,1089.0,615.0,4.0,3183.0,1560,6.1,,2.2,30,,2,5.8,42
2024-01-13 16:00:00,2089.0,1132.0,3221.0,0.0,0.0,0.0,7.0,75.0,292.0,503.0,600.0,1061.0,675.0,8.0,3221.0,1645,6.3,,2.0,24,,1,1.7,37
2024-01-13 17:00:00,1998.0,1034.0,3032.0,0.0,0.0,2.0,3.0,53.0,249.0,425.0,576.0,1002.0,718.0,4.0,3032.0,1492,5.1,,2.3,26,,0,-0.1,32
2024-01-13 18:00:00,1782.0,879.0,2661.0,0.0,0.0,1.0,1.0,44.0,208.0,389.0,476.0,918.0,619.0,4.0,2661.0,1240,3.2,,1.0,30,,0,-0.2,33
2024-01-13 19:00:00,1372.0,657.0,2029.0,0.0,0.0,3.0,1.0,35.0,156.0,252.0,392.0,703.0,482.0,5.0,2029.0,976,2.2,,1.8,35,,0,-0.4,27
2024-01-13 20:00:00,1225.0,561.0,1786.0,0.0,0.0,1.0,2.0,22.0,127.0,231.0,297.0,682.0,416.0,8.0,1786.0,802,1.2,,0.4,42,,0,-0.5,32
2024-01-13 21:00:00,1203.0,594.0,1797.0,0.0,0.0,0.0,5.0,26.0,130.0,242.0,300.0,606.0,485.0,3.0,1797.0,762,0.7,,0.9,41,,0,-0.7,40
2024-01-13 22:00:00,1136.0,509.0,1645.0,0.0,0.0,0.0,1.0,19.0,92.0,167.0,243.0,550.0,568.0,4.0,1645.0,722,0.3,,0.5,45,,0,-0.8,36
2024-01-13 23:00:00,908.0,352.0,1260.0,0.0,0.0,0.0,0.0,14.0,78.0,140.0,155.0,468.0,405.0,0.0,1260.0,577,-0.2,,1.3,51,,0,-0.9,37
2024-01-14 00:00:00,887.0,212.0,1099.0,0.0,0.0,0.0,1.0,22.0,101.0,112.0,152.0,397.0,314.0,0.0,1099.0,546,-0.8,,2.1,53,,0,-1.0,38
2024-01-14 01:00:00,667.0,131.0,798.0,0.0,0.0,1.0,1.0,14.0,108.0,98.0,99.0,250.0,227.0,0.0,798.0,384,-1.2,,2.0,57,,0,-1.1,46
2024-01-14 02:00:00,497.0,105.0,602.0,0.0,0.0,1.0,0.0,23.0,82.0,78.0,86.0,187.0,145.0,0.0,602.0,244,-1.2,,1.4,60,,6,-1.2,41
2024-01-14 03:00:00,340.0,70.0,410.0,0.0,0.0,1.0,2.0,9.0,77.0,62.0,52.0,135.0,72.0,0.0,410.0,214,-1.4,,1.6,62,,0,-1.5,39
2024-01-14 04:00:00,252.0,48.0,300.0,0.0,0.0,1.0,3.0,11.0,50.0,50.0,45.0,84.0,56.0,0.0,300.0,143,-1.7,,2.4,64,,0,-1.7,32
2024-01-14 05:00:00,197.0,64.0,261.0,0.0,0.0,0.0,0.0,12.0,38.0,33.0,52.0,86.0,40.0,0.0,261.0,119,-2.0,,1.7,65,,0,-2.0,35
2024-01-14 06:00:00,242.0,115.0,357.0,0.0,0.0,0.0,3.0,18.0,67.0,44.0,55.0,120.0,50.0,0.0,357.0,174,-2.3,,1.7,68,,0,-2.3,29
2024-01-14 07:00:00,413.0,195.0,608.0,0.0,0.0,0.0,1.0,29.0,80.0,98.0,112.0,211.0,77.0,0.0,608.0,277,-2.4,,1.8,69,,4,-2.4,26
2024-01-14 08:00:00,693.0,338.0,1031.0,0.0,0.0,0.0,7.0,27.0,137.0,191.0,204.0,323.0,141.0,1.0,1031.0,464,-1.9,,1.2,66,,3,-2.4,29
2024-01-14 09:00:00,909.0,474.0,1383.0,0.0,0.0,0.0,6.0,45.0,125.0,239.0,262.0,449.0,254.0,3.0,1383.0,638,-1.0,,2.5,69,,6,-1.2,30
2024-01-14 10:00:00,948.0,590.0,1538.0,0.0,0.0,0.0,5.0,50.0,155.0,247.0,297.0,540.0,242.0,2.0,1538.0,705,-0.3,,2.5,61,,9,-0.6,26
2024-01-14 11:00:00,853.0,463.0,1316.0,0.0,0.0,0.0,4.0,18.0,123.0,198.0,291.0,465.0,216.0,1.0,1316.0,639,0.5,,2.1,61,,10,-0.4,35
2024-01-14 12:00:00,272.0,115.0,387.0,0.0,0.0,1.0,5.0,8.0,30.0,71.0,62.0,130.0,78.0,1.0,387.0,167,1.2,0.0,2.1,65,,10,-0.3,32
2024-01-14 13:00:00,109.0,39.0,148.0,0.0,0.0,0.0,1.0,5.0,18.0,24.0,21.0,39.0,40.0,0.0,148.0,53,1.7,,2.0,87,,10,-0.2,40
2024-01-14 14:00:00,171.0,48.0,219.0,0.0,0.0,0.0,0.0,8.0,22.0,35.0,39.0,71.0,44.0,0.0,219.0,93,2.0,,0.9,92,,10,-0.2,30
2024-01-14 15:00:00,508.0,206.0,714.0,0.0,0.0,1.0,4.0,16.0,53.0,104.0,108.0,240.0,187.0,1.0,714.0,319,1.7,3.0,0.8,90,,10,-0.2,23
2024-01-14 16:00:00,769.0,330.0,1099.0,0.0,0.0,0.0,6.0,35.0,107.0,158.0,202.0,338.0,252.0,1.0,1099.0,531,2.1,,0.4,92,,10,-0.2,27
2024-01-14 17:00:00,952.0,395.0,1347.0,0.0,0.0,0.0,3.0,30.0,122.0,182.0,224.0,448.0,337.0,1.0,1347.0,615,1.6,,3.3,93,,10,-0.2,26
2024-01-14 18:00:00,901.0,405.0,1306.0,0.0,0.0,0.0,2.0,37.0,101.0,173.0,236.0,452.0,303.0,2.0,1306.0,612,1.4,0.1,2.7,94,,10,-0.2,18
2024-01-14 19:00:00,758.0,329.0,1087.0,0.0,0.0,0.0,1.0,18.0,69.0,144.0,198.0,393.0,262.0,2.0,1087.0,493,1.0,,2.4,90,,9,-0.2,22
2024-01-14 20:00:00,757.0,330.0,1087.0,0.0,0.0,0.0,2.0,15.0,75.0,131.0,190.0,417.0,257.0,0.0,1087.0,505,-0.2,,2.8,84,,9,-0.2,29
2024-01-14 21:00:00,722.0,318.0,1040.0,0.0,0.0,1.0,2.0,8.0,69.0,119.0,160.0,372.0,309.0,0.0,1040.0,469,-0.8,,3.6,80,,5,-0.3,33
2024-01-14 22:00:00,702.0,257.0,959.0,0.0,0.0,2.0,1.0,7.0,48.0,99.0,122.0,337.0,343.0,0.0,959.0,416,-1.8,,2.1,78,,0,-0.9,37
2024-01-14 23:00:00,563.0,198.0,761.0,0.0,0.0,0.0,1.0,4.0,46.0,66.0,95.0,288.0,261.0,0.0,761.0,355,-2.6,,3.7,71,,0,-1.8,35
2024-01-15 00:00:00,479.0,117.0,596.0,0.0,0.0,0.0,1.0,7.0,51.0,60.0,77.0,210.0,189.0,1.0,596.0,284,-3.3,,2.7,68,,0,-2.4,27
2024-01-15 01:00:00,372.0,63.0,435.0,0.0,0.0,0.0,1.0,15.0,46.0,46.0,66.0,135.0,126.0,0.0,435.0,192,-3.8,,2.5,66,,0,-3.0,15
2024-01-15 02:00:00,233.0,47.0,280.0,0.0,0.0,0.0,0.0,4.0,26.0,39.0,37.0,103.0,71.0,0.0,280.0,150,-4.3,,2.8,67,,0,-3.4,24
2024-01-15 03:00:00,200.0,40.0,240.0,0.0,0.0,0.0,0.0,8.0,34.0,40.0,34.0,60.0,64.0,0.0,240.0,137,-4.9,,2.3,68,,0,-3.8,24
2024-01-15 04:00:00,229.0,71.0,300.0,0.0,0.0,0.0,3.0,16.0,71.0,53.0,54.0,67.0,36.0,0.0,300.0,111,-5.3,,2.2,68,,0,-4.1,25
2024-01-15 05:00:00,456.0,178.0,634.0,0.0,0.0,0.0,3.0,24.0,77.0,131.0,167.0,189.0,43.0,0.0,634.0,277,-5.7,,2.7,66,,0,-4.3,28
2024-01-15 06:00:00,1080.0,357.0,1437.0,0.0,0.0,0.0,2.0,44.0,152.0,279.0,452.0,452.0,55.0,1.0,1437.0,580,-6.2,,2.4,67,,0,-4.5,26
2024-01-15 07:00:00,1919.0,901.0,2820.0,0.0,0.0,1.0,5.0,53.0,265.0,525.0,783.0,993.0,193.0,2.0,2820.0,1255,-6.5,,2.9,62,,0,-4.8,31
